"State","Year","AnnualAVG","AnnualAVG_percent","Population 18-24","Population 25-44","Population 45-64","Male Population","White Alone","Hispanic","GDP","Description","MinWage","Median Income","Population","PopulationMillions","Region","TreatYear","Treated"
"Georgia",2001,4082878.83333333,65.575,866190,2668017,1827422,4120876,"5626978","484128",19244978,"All industry total ",3.25,71190,8377.038,8.377038,"S",NA,0
"Georgia",2002,4112496.41666667,64.7583333333333,877530,2668636,1899932,4180322,"5682323","523285",19521301,"All industry total ",5.15,70910,8508.256,8.508256,"S",NA,0
"Georgia",2003,4185872.5,64.7416666666667,883347,2662858,1970222,4227841,"5728088","560133",20409010,"All industry total ",5.15,68660,8622.793,8.622793,"S",NA,0
"Georgia",2004,4235823.41666667,64.275,904353,2674993,2038368,4305728,"5788756","602574",22076024,"All industry total ",5.15,64680,8769.252,8.769252,"S",NA,0
"Georgia",2005,4336462.66666667,64.2666666666667,898133,2685792,2119838,4370659,"5854820","646959",23563022,"All industry total ",5.15,70440,8925.922,8.925922,"S",NA,0
"Georgia",2006,4474419.83333333,64.7,915634,2727666,2200726,4485207,"5953097","699663",25729882,"All industry total ",5.15,73550,9155.813,9.155813,"S",NA,0
"Georgia",2007,4573705.66666667,64.6666666666667,928910,2747437,2282405,4572416,"6035687","751168",25797524,"All industry total ",5.15,70690,9349.988,9.349988,"S",NA,0
"Georgia",2008,4534563.66666667,63.0083333333333,948921,2758599,2345888,4647859,"6094787","795001",26073537,"All industry total ",5.15,64810,9504.843,9.504843,"S",NA,0
"Georgia",2009,4294292.41666667,58.8333333333333,967705,2750052,2410651,4703090,"6128558","830405",24322040,"All industry total ",5.15,61000,9620.846,9.620846,"S",NA,0
"Georgia",2010,4207438.75,57.4583333333333,974903,2732714,2473776,4741350,"6151949","856754",24969327,"All industry total ",5.15,61260,9712.209,9.712209,"S",NA,0
"Georgia",2011,4258201.75,57.6833333333333,990398,2731071,2519788,4787121,"6173045","870964",25703418,"All industry total ",5.15,61910,9803.63,9.80363,"S",NA,0
"Georgia",2012,4340082.41666667,58.0583333333333,1009956,2734505,2535422,4835176,"6203169","883947",26919415,"All industry total ",5.15,63580,9903.58,9.90358,"S",NA,0
"Georgia",2013,4364851.83333333,57.75,1010157,2735075,2552014,4865905,"6212238","894392",27232247,"All industry total ",5.15,61340,9975.592,9.975592,"S",NA,0
"Georgia",2014,4406892.16666667,57.5916666666667,1011119,2745935,2576237,4908947,"6234939","910597",28348977,"All industry total ",5.15,63780,10071.204,10.071204,"S",NA,0
"Georgia",2015,4447352.5,57.3083333333333,1007613,2762768,2612017,4960439,"6266117","934064",28839843,"All industry total ",5.15,65390,10183.353,10.183353,"S",NA,0
"Georgia",2016,4653212.25,58.9916666666667,1004459,2788434,2650097,5017995,"6301676","962703",30393921,"All industry total ",5.15,68340,10308.442,10.308442,"S",NA,0
"Georgia",2017,4864452.25,60.8333333333333,1002571,2815975,2678130,5067956,"6329388","988871",31157622,"All industry total ",5.15,72750,10417.031,10.417031,"S",NA,0
"Georgia",2018,4921634.16666667,60.7833333333333,1007544,2844509,2696789,5115616,"6355665","1015903",34735877,"All industry total ",5.15,68650,10519.389,10.519389,"S",NA,0
"Georgia",2019,4976457.41666667,60.6666666666667,1017761,2877913,2707752,5165685,"6384844","1042080",36354798,"All industry total ",7.25,68630,10628.02,10.62802,"S",NA,0
"Georgia",2020,4765368.33333333,57.3583333333333,1010219,2900148,2740686,5241626,"6409763","1129017",17026342,"All industry total ",7.25,71090,10732.888,10.732888,"S",NA,0
"Georgia",2021,4978619.83333333,59.2833333333333,1013497,2922540,2738390,5262969,"6416789","1154236",22349958,"All industry total ",7.25,70610,10792.06,10.79206,"S",NA,0
"Georgia",2022,5074128.75,59.5916666666667,1033211,2972992,2744415,5330810,"6449615","1200003",46481752,"All industry total ",7.25,72200,10931.805,10.931805,"S",NA,0
"Hawaii",2000,579750.083333333,64.3666666666667,116069,361421,279562,610025,"311643","87989",3445361,"All industry total ",5.25,88130,1213.519,1.213519,"W",NA,0
"Hawaii",2001,581284.333333333,64.0833333333333,120970,357271,290188,616759,"317697","91446",3287299,"All industry total ",5.25,79320,1225.948,1.225948,"W",NA,0
"Hawaii",2002,577782.333333333,63.1583333333333,124630,354814,301116,623421,"323116","95043",3495070,"All industry total ",5.75,78120,1239.613,1.239613,"W",NA,0
"Hawaii",2003,580123.583333333,62.8666666666667,126618,350487,311559,627401,"325671","97672",3723589,"All industry total ",6.25,83860,1251.154,1.251154,"W",NA,0
"Hawaii",2004,591523.333333333,62.8333333333333,128434,351586,324979,636705,"331483","101386",4212974,"All industry total ",6.25,88770,1273.569,1.273569,"W",NA,0
"Hawaii",2005,607928.5,63.8916666666667,130135,355213,334648,647916,"338640","104657",4647984,"All industry total ",6.25,91400,1292.729,1.292729,"W",NA,0
"Hawaii",2006,619205.166666667,64.45,131489,358311,343811,657380,"344813","108323",5083995,"All industry total ",6.75,90140,1309.731,1.309731,"W",NA,0
"Hawaii",2007,619494.916666667,63.9666666666667,127842,355570,352482,658490,"341883","111147",5378979,"All industry total ",7.25,93050,1315.675,1.315675,"W",NA,0
"Hawaii",2008,615545.583333333,63.1166666666667,128537,358796,359325,666900,"345948","115331",5367647,"All industry total ",7.25,86250,1332.213,1.332213,"W",NA,0
"Hawaii",2009,590107.916666667,60.1166666666667,128942,360092,364508,673642,"347116","119105",5099256,"All industry total ",7.25,78330,1346.717,1.346717,"W",NA,0
"Hawaii",2010,604129.416666667,58.6583333333333,131258,362496,369749,683296,"349411","122155",5378642,"All industry total ",7.25,82670,1364.004,1.364004,"W",NA,0
"Hawaii",2011,615329.333333333,58.275,132534,366618,371346,691034,"352416","127797",5760363,"All industry total ",7.25,79520,1379.562,1.379562,"W",NA,0
"Hawaii",2012,612043.25,57.4416666666667,133537,372605,369394,699593,"357153","133264",6223051,"All industry total ",7.25,74340,1395.199,1.395199,"W",NA,0
"Hawaii",2013,620202.583333333,57.7333333333333,133971,377667,367181,707258,"363093","138641",6388628,"All industry total ",7.25,83850,1408.822,1.408822,"W",NA,0
"Hawaii",2014,635967.333333333,58.8666666666667,132899,379409,365137,711074,"365195","142768",6811857,"All industry total ",7.25,91670,1415.335,1.415335,"W",NA,0
"Hawaii",2015,647695.583333333,59.6083333333333,130871,382242,363124,715211,"367803","146485",7206150,"All industry total ",7.75,83100,1422.999,1.422999,"W",NA,0
"Hawaii",2016,659616.666666667,60.3166666666667,127826,385529,361498,718175,"368544","149961",7422886,"All industry total ",8.5,92090,1428.885,1.428885,"W",NA,0
"Hawaii",2017,679832.333333333,60.65,123806,384816,357588,715536,"365026","151644",7931507,"All industry total ",9.25,92340,1425.763,1.425763,"W",NA,0
"Hawaii",2018,675658.666666667,60.1,120923,384099,352887,713382,"362334","153250",8727811,"All industry total ",10.1,98520,1423.102,1.423102,"W",NA,0
"Hawaii",2019,668923,59.4916666666667,118609,381652,346921,709196,"358640","154045",9064375,"All industry total ",10.1,106700,1415.615,1.415615,"W",NA,0
"Hawaii",2020,585880.333333333,52.0666666666667,116648,389839,358861,731574,"362487","139762",4672135,"All industry total ",10.1,96950,1451.252,1.451252,"W",NA,0
"Hawaii",2021,629727.916666667,55.975,117601,385821,353790,728143,"362182","141453",4750592,"All industry total ",10.1,94370,1447.029,1.447029,"W",NA,0
"Hawaii",2022,652819.583333333,58.0833333333333,115913,382623,349018,723137,"361477","143702",10077106,"All industry total ",12,97010,1440.359,1.440359,"W",NA,0
"Idaho",2000,630334.583333333,66.2583333333333,139787,362462,280293,651446,"1244029","103038",2141269,"All industry total ",5.15,64310,1299.43,1.29943,"W",NA,0
"Idaho",2001,643739.916666667,66.4083333333333,144212,362154,291603,661919,"1261313","109067",2161050,"All industry total ",5.15,63940,1319.962,1.319962,"W",NA,0
"Idaho",2002,647284.083333333,65.5,146715,362465,303381,671686,"1278798","114838",2406772,"All industry total ",5.15,62290,1340.372,1.340372,"W",NA,0
"Idaho",2003,653077,64.8666666666667,150356,363761,314932,683503,"1298524","120694",2625043,"All industry total ",5.15,68550,1363.38,1.36338,"W",NA,0
"Idaho",2004,668768.5,65.0333333333333,152372,368918,326759,698616,"1323502","127308",2908496,"All industry total ",5.15,70010,1391.802,1.391802,"W",NA,0
"Idaho",2005,701274.333333333,66.4,153122,374779,341557,716258,"1355373","135345",2979515,"All industry total ",5.15,67760,1428.241,1.428241,"W",NA,0
"Idaho",2006,718733.583333333,66.175,153844,383267,356059,736565,"1391427","145495",3153637,"All industry total ",5.15,68890,1468.669,1.468669,"W",NA,0
"Idaho",2007,732250.166666667,65.8166666666667,154347,391280,368093,754978,"1423152","155222",3261940,"All industry total ",5.15,71480,1505.105,1.505105,"W",NA,0
"Idaho",2008,721731.75,63.6333333333333,155327,396766,376702,769528,"1448715","163856",3180942,"All industry total ",5.85,66480,1534.32,1.53432,"W",NA,0
"Idaho",2009,697003.916666667,60.6166666666667,155175,399670,383795,779041,"1465210","170818",3035919,"All industry total ",6.55,65840,1554.439,1.554439,"W",NA,0
"Idaho",2010,695375.583333333,59.6833333333333,154323,400978,390136,786849,"1478953","177004",3088863,"All industry total ",7.25,65330,1570.819,1.570819,"W",NA,0
"Idaho",2011,701595.75,59.5083333333333,155402,403388,394824,793303,"1489168","181307",3268429,"All industry total ",7.25,63910,1584.272,1.584272,"W",NA,0
"Idaho",2012,715011.583333333,59.9083333333333,156291,405181,394450,799097,"1498398","185693",3395739,"All industry total ",7.25,63320,1595.91,1.59591,"W",NA,0
"Idaho",2013,724710.75,59.9666666666667,156973,408941,395426,807413,"1511805","191381",3605765,"All industry total ",7.25,63270,1612.053,1.612053,"W",NA,0
"Idaho",2014,742988.166666667,60.575,157525,414119,397752,817820,"1528895","196298",3859000,"All industry total ",7.25,68780,1632.248,1.632248,"W",NA,0
"Idaho",2015,764106.833333333,61.3,156476,419587,401211,827894,"1545120","201713",3946527,"All industry total ",7.25,66490,1652.495,1.652495,"W",NA,0
"Idaho",2016,783240.5,61.4583333333333,158251,428908,406260,843658,"1571658","208799",4206171,"All industry total ",7.25,72220,1684.036,1.684036,"W",NA,0
"Idaho",2017,812676.416666667,61.8166666666667,160394,440773,411144,861715,"1602998","215992",4489164,"All industry total ",7.25,74650,1719.745,1.719745,"W",NA,0
"Idaho",2018,837708,62.2166666666667,162509,452598,414745,878348,"1631664","222587",4641925,"All industry total ",7.25,72230,1752.074,1.752074,"W",NA,0
"Idaho",2019,863097.75,62.4583333333333,165065,464751,420159,897065,"1664352","230189",5073143,"All industry total ",7.25,79970,1789.06,1.78906,"W",NA,0
"Idaho",2020,852158.333333333,59.8583333333333,180792,476308,431989,929229,"1718328","241481",1541050,"All industry total ",7.25,80030,1849.415,1.849415,"W",NA,0
"Idaho",2021,893306.25,60.7583333333333,186993,494494,441430,957486,"1767425","253230",3616332,"All industry total ",7.25,88310,1904.848,1.904848,"W",NA,0
"Idaho",2022,925150.916666667,61.4,191015,507129,447848,977790,"1799658","264253",6273918,"All industry total ",7.25,77370,1944.299,1.944299,"W",NA,0
"Illinois",2000,6205782,66.3833333333333,1216712,3787941,2683910,6088884,"9926774","1544165",30752924,"All industry total ",5.15,78760,12434.161,12.434161,"MW",2019,0
"Illinois",2001,6102427.75,64.8583333333333,1230513,3756180,2757133,6118002,"9950330","1601533",31288181,"All industry total ",5.15,77200,12488.445,12.488445,"MW",2019,0
"Illinois",2002,5926615.08333333,62.6083333333333,1233528,3720108,2834615,6137659,"9959242","1653300",34018342,"All industry total ",5.15,70540,12525.556,12.525556,"MW",2019,0
"Illinois",2003,5884760.66666667,61.85,1241064,3675421,2908431,6153147,"9964017","1701923",35403191,"All industry total ",5.15,73050,12556.006,12.556006,"MW",2019,0
"Illinois",2004,5955133.08333333,62.2916666666667,1253340,3634054,2979461,6175564,"9970145","1747272",37764607,"All industry total ",5.5,72720,12589.773,12.589773,"MW",2019,0
"Illinois",2005,6044703.75,62.8916666666667,1243356,3595524,3056388,6186072,"9964479","1792149",40294795,"All industry total ",6.5,74240,12609.903,12.609903,"MW",2019,0
"Illinois",2006,6215799,64.2416666666667,1238706,3572420,3128230,6203933,"9967930","1840227",43498977,"All industry total ",6.5,72550,12643.955,12.643955,"MW",2019,0
"Illinois",2007,6303551.41666667,64.6916666666667,1241440,3552188,3189720,6228289,"9986807","1889627",45352103,"All industry total ",6.5,76310,12695.866,12.695866,"MW",2019,0
"Illinois",2008,6220960.58333333,63.4166666666667,1245766,3537433,3240921,6253501,"10005771","1941348",46668110,"All industry total ",7.5,74660,12747.038,12.747038,"MW",2019,0
"Illinois",2009,5930942.58333333,60.0583333333333,1249006,3517245,3300115,6276055,"10021665","1990555",45480648,"All industry total ",7.75,74420,12796.778,12.796778,"MW",2019,0
"Illinois",2010,5916963.66666667,59.725,1247171,3500004,3354095,6297110,"10034422","2034276",45155604,"All industry total ",8,70440,12840.545,12.840545,"MW",2019,0
"Illinois",2011,5927033.91666667,59.575,1251558,3491456,3390223,6311920,"10034326","2061987",46550375,"All industry total ",8.25,68190,12867.783,12.867783,"MW",2019,0
"Illinois",2012,5988960.66666667,59.925,1256475,3481060,3383436,6320211,"10021549","2084653",49376967,"All industry total ",8.25,68360,12883.029,12.883029,"MW",2019,0
"Illinois",2013,5963896.08333333,59.4666666666667,1258667,3477736,3382638,6329266,"10005716","2104867",51133106,"All industry total ",8.25,70410,12895.778,12.895778,"MW",2019,0
"Illinois",2014,6047928,60.175,1250521,3464091,3378180,6324583,"9974498","2124741",54953921,"All industry total ",8.25,70680,12885.092,12.885092,"MW",2019,0
"Illinois",2015,6121667.16666667,60.9,1234093,3443829,3374857,6314089,"9931446","2143300",57903216,"All industry total ",8.25,77810,12859.585,12.859585,"MW",2019,0
"Illinois",2016,6172216.75,61.4333333333333,1210828,3423669,3363279,6297836,"9884277","2160875",58190078,"All industry total ",8.25,78370,12821.709,12.821709,"MW",2019,0
"Illinois",2017,6236599.16666667,61.4916666666667,1189935,3413203,3339619,6278554,"9831567","2177135",61253669,"All industry total ",8.25,82770,12779.893,12.779893,"MW",2019,0
"Illinois",2018,6270607.91666667,61.875,1173684,3404543,3299800,6252095,"9767272","2192625",63862637,"All industry total ",8.25,86270,12724.685,12.724685,"MW",2019,0
"Illinois",2019,6289252.66666667,62.1166666666667,1157347,3395615,3254481,6223897,"9703046","2206243",64762382,"All industry total ",8.25,90170,12667.017,12.667017,"MW",2019,1
"Illinois",2020,5756764.75,56.8583333333333,1152306,3432809,3288816,6327339,"9786323","2339846",39357242,"All industry total ",10,89160,12799.088,12.799088,"MW",2019,1
"Illinois",2021,5981552.5,59.325,1146518,3407045,3235104,6278754,"9693500","2350270",50812024,"All industry total ",11,90990,12700.641,12.700641,"MW",2019,1
"Illinois",2022,6178094.08333333,61.5666666666667,1143545,3389407,3181998,6238107,"9605763","2371540",79503412,"All industry total ",12,83170,12621.821,12.621821,"MW",2019,1
"Indiana",2000,3030937,65.8833333333333,618678,1787894,1356493,2988697,"5435770","217326",11417809,"All industry total ",5.15,69870,6091.866,6.091866,"MW",NA,0
"Indiana",2001,3010259.75,65.025,628372,1769492,1394274,3007602,"5454064","234469",11736418,"All industry total ",5.15,67520,6127.76,6.12776,"MW",NA,0
"Indiana",2002,2998596.16666667,64.3916666666667,631917,1749881,1435398,3022625,"5465558","249409",12629073,"All industry total ",5.15,67790,6155.967,6.155967,"MW",NA,0
"Indiana",2003,3010517.58333333,64.2166666666667,639311,1734492,1475938,3044272,"5487993","266236",13660533,"All industry total ",5.15,68640,6196.638,6.196638,"MW",NA,0
"Indiana",2004,2993457.75,63.475,642292,1720907,1514290,3064055,"5505822","283216",14102356,"All industry total ",5.15,66810,6233.007,6.233007,"MW",NA,0
"Indiana",2005,3030019.08333333,63.75,639669,1711914,1556874,3087135,"5531635","303357",16891055,"All industry total ",5.15,65090,6278.616,6.278616,"MW",NA,0
"Indiana",2006,3074291.25,64.0916666666667,638724,1705535,1597866,3114466,"5562992","324357",17545826,"All industry total ",5.15,67680,6332.669,6.332669,"MW",NA,0
"Indiana",2007,3055176.66666667,63.1666666666667,637509,1699363,1633325,3138145,"5589313","343653",15539792,"All industry total ",5.15,68970,6379.599,6.379599,"MW",NA,0
"Indiana",2008,3052751.5,62.6333333333333,643543,1690585,1661552,3160843,"5614404","361715",16828112,"All industry total ",5.85,65220,6424.806,6.424806,"MW",NA,0
"Indiana",2009,2881483.41666667,58.725,648815,1676552,1693506,3177848,"5628844","377857",16599858,"All industry total ",6.55,62360,6459.325,6.459325,"MW",NA,0
"Indiana",2010,2855540.41666667,57.5333333333333,651511,1667783,1720795,3193173,"5641377","391439",16949949,"All industry total ",7.25,64070,6490.555,6.490555,"MW",NA,0
"Indiana",2011,2904335.91666667,58.0416666666667,658938,1664615,1738072,3206957,"5650177","400006",16019013,"All industry total ",7.25,59850,6517.25,6.51725,"MW",NA,0
"Indiana",2012,2912230.33333333,57.8583333333333,666778,1660592,1732630,3219531,"5654473","408531",17263871,"All industry total ",7.25,60980,6538.989,6.538989,"MW",NA,0
"Indiana",2013,2953456.58333333,58.3166666666667,672735,1665293,1731304,3236108,"5666794","419048",17967846,"All industry total ",7.25,64560,6570.575,6.570575,"MW",NA,0
"Indiana",2014,3037398,59.6333333333333,673887,1668122,1729379,3249379,"5674283","428358",18455016,"All industry total ",7.25,61860,6596.019,6.596019,"MW",NA,0
"Indiana",2015,3110406.5,60.775,668815,1667822,1729004,3258237,"5673165","437040",18372334,"All industry total ",7.25,66960,6611.442,6.611442,"MW",NA,0
"Indiana",2016,3186478.83333333,61.8916666666667,665324,1671886,1729262,3271847,"5677965","448816",18248315,"All industry total ",7.25,71620,6637.898,6.637898,"MW",NA,0
"Indiana",2017,3216404.66666667,61.9833333333333,657725,1685103,1722822,3283972,"5682625","461125",19449979,"All industry total ",7.25,73730,6662.068,6.662068,"MW",NA,0
"Indiana",2018,3277222.25,62.7166666666667,659289,1702750,1712315,3303131,"5692714","475603",21026020,"All industry total ",7.25,73660,6698.481,6.698481,"MW",NA,0
"Indiana",2019,3291191.58333333,62.575,658870,1720617,1698235,3319439,"5703311","489687",21117417,"All industry total ",7.25,80830,6731.01,6.73101,"MW",NA,0
"Indiana",2020,3101386.58333333,58.5,651992,1737439,1707382,3367752,"5739566","555803",10173993,"All industry total ",7.25,80130,6790.497,6.790497,"MW",NA,0
"Indiana",2021,3225731.33333333,60.5,657859,1753399,1692114,3381263,"5742865","569393",15123630,"All industry total ",7.25,80590,6815.907,6.815907,"MW",NA,0
"Indiana",2022,3302894.66666667,61.6333333333333,659513,1767445,1677032,3395111,"5742575","588324",25651135,"All industry total ",7.25,74650,6844.545,6.844545,"MW",NA,0
"Iowa",2000,1551603.83333333,69.4916666666667,299309,805939,654102,1437292,"2793299","83414",4119791,"All industry total ",5.15,70090,2929.067,2.929067,"MW",NA,0
"Iowa",2001,1556990,69.5083333333333,303271,793288,671073,1439710,"2790973","90470",4319559,"All industry total ",5.15,68520,2931.997,2.931997,"MW",NA,0
"Iowa",2002,1563947.91666667,69.6083333333333,306683,780285,689151,1442784,"2787830","96786",5681987,"All industry total ",5.15,67790,2934.234,2.934234,"MW",NA,0
"Iowa",2003,1536370.91666667,68.175,311990,768483,706700,1448092,"2789316","103031",5622889,"All industry total ",5.15,66950,2941.999,2.941999,"MW",NA,0
"Iowa",2004,1534377.66666667,67.8083333333333,315079,759650,724776,1454747,"2794216","109772",5779840,"All industry total ",5.15,68480,2953.635,2.953635,"MW",NA,0
"Iowa",2005,1558852.75,68.5083333333333,313294,753008,743605,1461435,"2798240","116416",5346236,"All industry total ",5.15,71320,2964.454,2.964454,"MW",NA,0
"Iowa",2006,1594802.91666667,69.6166666666667,312319,747836,762251,1471520,"2808422","123714",6509217,"All industry total ",5.15,71740,2982.644,2.982644,"MW",NA,0
"Iowa",2007,1600787.58333333,69.425,307599,747886,777912,1481189,"2816456","131042",7157654,"All industry total ",5.15,71080,2999.212,2.999212,"MW",NA,0
"Iowa",2008,1612084.83333333,69.4916666666667,307267,746335,790684,1491195,"2825541","137819",7431900,"All industry total ",7.25,70300,3016.734,3.016734,"MW",NA,0
"Iowa",2009,1570157.91666667,67.2833333333333,306811,745305,803659,1500131,"2832951","146041",7625713,"All industry total ",7.25,71390,3032.87,3.03287,"MW",NA,0
"Iowa",2010,1571900.5,66.65,306723,747809,814378,1510958,"2842040","153270",7806430,"All industry total ",7.25,68060,3050.819,3.050819,"MW",NA,0
"Iowa",2011,1575940.75,66.3333333333333,312847,749785,821051,1520207,"2848178","158362",8363682,"All industry total ",7.25,67630,3066.772,3.066772,"MW",NA,0
"Iowa",2012,1576257.25,65.95,317105,748994,816358,1526008,"2849733","162814",9001754,"All industry total ",7.25,70610,3076.844,3.076844,"MW",NA,0
"Iowa",2013,1597567.41666667,66.425,322453,751716,814178,1535373,"2854364","168574",9032313,"All industry total ",7.25,78530,3093.935,3.093935,"MW",NA,0
"Iowa",2014,1627046.83333333,67.225,325551,755023,811369,1544749,"2858510","173290",9526019,"All industry total ",7.25,74410,3110.643,3.110643,"MW",NA,0
"Iowa",2015,1637625.08333333,67.35,325039,757880,809025,1552076,"2860390","178561",9292226,"All industry total ",7.25,78380,3122.541,3.122541,"MW",NA,0
"Iowa",2016,1641910.58333333,67.2333333333333,322681,761876,804851,1558017,"2860922","183978",10311803,"All industry total ",7.25,75450,3133.21,3.13321,"MW",NA,0
"Iowa",2017,1645629.16666667,66.7666666666667,319282,769814,797628,1563872,"2860115","189243",10728289,"All industry total ",7.25,79630,3143.734,3.143734,"MW",NA,0
"Iowa",2018,1667617.25,67.375,316611,777298,788211,1567300,"2857883","194626",10836076,"All industry total ",7.25,84520,3149.9,3.1499,"MW",NA,0
"Iowa",2019,1696718.83333333,68.2166666666667,315174,785928,778277,1572960,"2858020","200424",10414742,"All industry total ",7.25,80050,3159.596,3.159596,"MW",NA,0
"Iowa",2020,1586893.91666667,63.4916666666667,316526,793852,782013,1598599,"2882716","217043",4019096,"All industry total ",7.25,82540,3191.141,3.191141,"MW",NA,0
"Iowa",2021,1626599.83333333,64.7833333333333,318987,800692,773323,1603494,"2881618","223250",7470039,"All industry total ",7.25,83160,3198.613,3.198613,"MW",NA,0
"Iowa",2022,1669994.5,66.2833333333333,319613,803924,764277,1606050,"2877718","232196",13120209,"All industry total ",7.25,81360,3202.82,3.20282,"MW",NA,0
"Kansas",2000,1349898.41666667,67.4583333333333,276874,767825,578567,1331181,"2417833","190633",4969677,"All industry total ",2.65,70200,2693.681,2.693681,"MW",NA,0
"Kansas",2001,1338610.16666667,66.4666666666667,282851,755887,596898,1336196,"2420268","200720",5256368,"All industry total ",2.65,69250,2702.162,2.702162,"MW",NA,0
"Kansas",2002,1347469.33333333,66.4333333333333,288353,744899,616483,1341637,"2424306","210500",6070256,"All industry total ",2.65,70390,2713.535,2.713535,"MW",NA,0
"Kansas",2003,1360895.75,66.675,292928,732616,634975,1345589,"2427496","220354",6321778,"All industry total ",2.65,71560,2723.004,2.723004,"MW",NA,0
"Kansas",2004,1378209.83333333,67.175,296216,724588,652367,1351977,"2432319","230124",7130889,"All industry total ",2.65,64810,2734.373,2.734373,"MW",NA,0
"Kansas",2005,1384460.66666667,66.975,296639,715568,671418,1357341,"2437298","240651",6937488,"All industry total ",2.65,64460,2745.299,2.745299,"MW",NA,0
"Kansas",2006,1402924.25,67.4333333333333,296431,713707,688108,1368839,"2447092","251627",7717432,"All industry total ",2.65,67900,2762.931,2.762931,"MW",NA,0
"Kansas",2007,1422267.08333333,67.8416666666667,290759,714627,704882,1378080,"2459729","263655",7905510,"All industry total ",2.65,70480,2783.785,2.783785,"MW",NA,0
"Kansas",2008,1424872.5,67.5,292316,717210,716536,1392513,"2473656","276744",7914292,"All industry total ",2.65,67120,2808.076,2.808076,"MW",NA,0
"Kansas",2009,1408582.91666667,66.1916666666667,288906,720316,729538,1404565,"2488611","289553",7827676,"All industry total ",2.65,62940,2832.704,2.832704,"MW",NA,0
"Kansas",2010,1396262.66666667,64.9833333333333,288878,725614,739180,1418145,"2504296","302174",7999591,"All industry total ",7.25,63950,2858.266,2.858266,"MW",NA,0
"Kansas",2011,1402091,64.8583333333333,291204,726204,744287,1424226,"2509223","308476",8723337,"All industry total ",7.25,62150,2869.677,2.869677,"MW",NA,0
"Kansas",2012,1405657.41666667,64.6583333333333,297167,729141,739117,1434229,"2517731","315834",9032818,"All industry total ",7.25,66060,2886.024,2.886024,"MW",NA,0
"Kansas",2013,1410945.58333333,64.6166666666667,300254,730329,734938,1439885,"2519950","322007",9120651,"All industry total ",7.25,62420,2894.306,2.894306,"MW",NA,0
"Kansas",2014,1426810.41666667,65.025,301813,731318,731327,1445042,"2521367","328937",9526941,"All industry total ",7.25,68790,2901.861,2.901861,"MW",NA,0
"Kansas",2015,1431795.25,64.9583333333333,302411,733380,728819,1450195,"2522960","335464",9565570,"All industry total ",7.25,70670,2910.717,2.910717,"MW",NA,0
"Kansas",2016,1431732.75,64.6666666666667,299979,734448,724518,1451334,"2520758","341051",10156224,"All industry total ",7.25,72530,2912.977,2.912977,"MW",NA,0
"Kansas",2017,1434401.41666667,64.3833333333333,296081,736536,717733,1450416,"2516749","346287",10510978,"All industry total ",7.25,71390,2910.892,2.910892,"MW",NA,0
"Kansas",2018,1443053.83333333,64.6,295947,741271,708389,1451427,"2514182","352043",10779250,"All industry total ",7.25,78640,2912.748,2.912748,"MW",NA,0
"Kansas",2019,1455368.25,64.9583333333333,293235,743983,699048,1450555,"2510853","357005",10131318,"All industry total ",7.25,88660,2912.635,2.912635,"MW",NA,0
"Kansas",2020,1415033.75,62.8,296418,751934,701568,1474575,"2528851","383426",4025881,"All industry total ",7.25,87660,2938.172,2.938172,"MW",NA,0
"Kansas",2021,1451446.5,64.1833333333333,298446,755347,692544,1474631,"2526286","389742",7162781,"All industry total ",7.25,87230,2938.338,2.938338,"MW",NA,0
"Kansas",2022,1464725.16666667,64.5833333333333,298453,755830,684254,1473677,"2522826","396007",11948574,"All industry total ",7.25,77870,2937.324,2.937324,"MW",NA,0
"Maine",2000,654913.333333333,65.875,104441,369562,317949,621527,"1242070","9421",3212996,"All industry total ",5.15,63720,1277.072,1.277072,"NE",2016,0
"Maine",2001,649548.666666667,64.6416666666667,107177,364111,329150,626035,"1248311","10490",3366593,"All industry total ",5.15,61220,1285.692,1.285692,"NE",2016,0
"Maine",2002,648417.333333333,63.8166666666667,110043,359629,341025,631734,"1255910","11465",3575387,"All industry total ",5.75,60860,1295.96,1.29596,"NE",2016,0
"Maine",2003,649742.25,63.2833333333333,113528,354995,352964,637833,"1263512","12520",3807849,"All industry total ",6.25,60040,1306.513,1.306513,"NE",2016,0
"Maine",2004,653933.583333333,63.15,115063,349636,364393,641826,"1268201","13464",3978745,"All industry total ",6.25,65230,1313.688,1.313688,"NE",2016,0
"Maine",2005,661175.75,63.375,116655,343558,375155,644683,"1270616","14307",4138390,"All industry total ",6.35,67370,1318.787,1.318787,"NE",2016,0
"Maine",2006,667788.583333333,63.55,117346,337692,385189,647462,"1273045","15085",4395452,"All industry total ",6.5,68030,1323.619,1.323619,"NE",2016,0
"Maine",2007,667097.583333333,63.125,116426,332401,394024,649243,"1274201","15794",4183713,"All industry total ",6.75,69610,1327.04,1.32704,"NE",2016,0
"Maine",2008,664314.916666667,62.5333333333333,117246,326952,400769,651096,"1275053","16499",4238510,"All industry total ",7,66210,1330.509,1.330509,"NE",2016,0
"Maine",2009,639273.75,60.0166666666667,117074,320549,406351,650896,"1272014","17117",4104373,"All industry total ",7.25,66860,1329.59,1.32959,"NE",2016,0
"Maine",2010,639057.916666667,59.5583333333333,115988,314781,411509,649708,"1268773","17005",4346178,"All industry total ",7.5,66550,1327.651,1.327651,"NE",2016,0
